DATA;FORNECEDOR;DESTINO;ESTADO/MUNICIPIO;TIPO;QUANTIDADE;VALOR;DESTINATARIO;UF;DATA DE ENTREGA
31/07/2020;KTK;PARA;MUNICIPIO;TRANSPORTE;3;R$ 60.000,00;SMS de Braganca;PA;10/08/2020
09/08/2020;VYAIRE;PARA;MUNICIPIO;UTI;3;R$ 180.000,00;SMS de Braganca;PA;14/08/2020
09/08/2020;VYAIRE;PARA;MUNICIPIO;UTI;10;R$ 600.000,00;SMS de Castanhal;PA;14/08/2020
09/08/2020;MAGNAMED;PARA;MUNICIPIO;TRANSPORTE;10;R$ 482.900,00;SMS de Castanhal;PA;14/08/2020
21/09/2020;KTK;PARA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Paragominas;PA;28/09/2020
21/09/2020;LEISTUNG;PARA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Paragominas;PA;28/09/2020
08/10/2020;VYAIRE LTV 2200 USA;PARA;ESTADO;TRANSPORTE USA;14;R$ 883.763,58;8º Deposito de Sup;PA;21/10/2020
20/11/2020;KTK;PARA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SECRETARIA MUNICIPAL DE SAUDE DE BELEM;PA;25/11/2020
12/12/2020;LEISTUNG ;PARA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Ulianopolis;PA;17/12/2020
03/02/2021;VYAIRE;PARA;ESTADO;UTI;50;R$ 3.000.000,00;Secretaria Estadual de Sa�de;PA;04/02/2021
28/01/2021;VYAIRE;PARA;MUNICIPIO;UTI;8;R$ 480.000,00;HOSPITAL MUNICIPAL DE MARABA;PA;29/01/2021
03/02/2021;VYAIRE;PARA;ESTADO;UTI;50;R$ 3.000.000,00;Secretaria Estadual de Saúde;PA;04/02/2021
05/02/2021;VYAIRE;PARA;MUNICIPIO;UTI;3;R$ 180.000,00;HOSPITAL MUNICIPAL DR PEDRO PAULO BARCAUI;PA;18/02/2021
05/02/2021;KTK;PARA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;UPA MARIGUELA;PA;08/02/2021
05/02/2021;VYAIRE;PARA;MUNICIPIO;UTI;2;R$ 120.000,00;UPA MARIGUELA;PA;08/02/2021
26/02/2021;KTK;PARA;MUNICIPIO;TRANSPORTE;3;R$ 60.000,00;SMS de Santarem;PA;26/02/2021
04/03/2021;KTK;PARA;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;SMS de Altamira;PA;08/03/2021
04/03/2021;KTK;PARA;ESTADO;TRANSPORTE;4;R$ 80.000,00;HOSPITAL DE RETAGUARDA DOM VICENTE ZICO;PA;08/03/2021
04/03/2021;KTK;PARA;ESTADO;TRANSPORTE;3;R$ 60.000,00;SMSBelemPA;PA;08/03/2021
07/03/2021;KTK;PARA;MUNICIPIO;TRANSPORTE;50;R$ 1.000.000,00;SES PARA;PA;07/03/2021
24/03/2021;INSPIRAR;PARA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Cumaru do Norte;PA;30/03/2021
29/03/2021;LIFEMED;PARA;ESTADO;UTI;50;R$ 3.000.000,00;SES DO PARA;PA;05/04/2021
29/03/2021;LIFEMED;PARA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS DE DOM ELISEU;PA;01/04/2021
29/03/2021;LIFEMED;PARA;MUNICIPIO;UTI;8;R$ 480.000,00;SMS de Castanhal;PA;31/03/2021
02/04/2021;RUSSER BRASIL;PARA;MUNICIPIO;UTI;5;R$ 300.000,00;HOSPITAL DE CAMPANHA SANTAREM;PA;07/04/2021
02/04/2021;RUSSER BRASIL;PARA;MUNICIPIO;UTI;3;R$ 180.000,00;UNIDADE DE PRONTO ATENDIMENTO UPA BRAGANCA;PA;07/04/2021
02/04/2021;RUSSER BRASIL;PARA;MUNICIPIO;UTI;3;R$ 180.000,00;HOSPITAL SANTO ANTONIO MARIA ZACCARIA;PA;07/04/2021
08/04/2021;INSPIRAR ;PARA;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Castanhal;PA;13/04/2021
08/04/2021;INSPIRAR ;PARA;MUNICIPIO;UTI;5;R$ 300.000,00;Hospital Regional Público do Araguaia;PA;13/04/2021
08/04/2021;LIFEMED;PARA;MUNICIPIO;UTI;2;R$ 120.000,00;UPA 24H DR HAROLDO MARTINS;PA;15/04/2021
08/04/2021;LIFEMED;PARA;MUNICIPIO;UTI;3;R$ 180.000,00;SMS de Bragança;PA;14/04/2021
16/04/2021;LIFEMED;PARA;MUNICIPIO;UTI;2;R$ 120.000,00;HOSPITAL MUNICIPAL DE TUCURUÍ;PA;21/04/2021
16/04/2021;LIFEMED;PARA;MUNICIPIO;UTI;1;R$ 60.000,00;CENTRO DE SAÚDE DE AVEIRO;PA;21/04/2021
01/05/2020;VYAIRE;PARAIBA;ESTADO;UTI;10;R$ 600.000,00;Secretaria Estadual de Sa�de;PB;02/05/2020
01/05/2020;VYAIRE;PARAIBA;ESTADO;UTI;4;R$ 240.000,00;Secretaria Estadual de Saúde;PB;02/05/2020
01/05/2020;MAGNAMED;PARAIBA;ESTADO;TRANSPORTE;6;R$ 289.740,00;Secretaria Estadual de Saúde;PB;02/05/2020
16/05/2020;LEISTUNG;PARAIBA;ESTADO;UTI;20;R$ 1.200.000,00;Secretaria Estadual de Saúde;PB;17/05/2020
24/05/2020;KTK;PARAIBA;ESTADO;UTI;15;R$ 900.000,00;Secretaria Estadual de Saúde;PB;25/05/2020
24/05/2020;MAGNAMED;PARAIBA;ESTADO;TRANSPORTE;15;R$ 724.350,00;Secretaria Estadual de Saúde;PB;25/05/2020
28/05/2020;MAGNAMED;PARAIBA;ESTADO;TRANSPORTE;20;R$ 965.800,00;Secretaria Estadual de Saúde;PB;29/05/2020
30/05/2020;WEG;PARAIBA;ESTADO;UTI;10;R$ 600.000,00;Secretaria Estadual de Saúde;PB;01/06/2020
30/05/2020;WEG;PARAIBA;MUNICIPIO;UTI;30;R$ 1.800.000,00;Secretaria Municipal de Saúde;PB;01/06/2020
04/06/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;10;R$ 600.000,00;Secretaria Municipal de Saúde (Parnaíba);PB;06/06/2020
04/06/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;10;R$ 482.900,00;Secretaria Municipal de Saúde (Parnaíba);PB;06/06/2020
04/06/2020;VYAIRE;PARAIBA;ESTADO;UTI;6;R$ 360.000,00;Secretaria Estadual de Saúde;PB;06/06/2020
04/06/2020;VYAIRE;PARAIBA;ESTADO;UTI;14;R$ 840.000,00;Secretaria Estadual de Saúde;PB;06/06/2020
04/06/2020;MAGNAMED;PARAIBA;ESTADO;TRANSPORTE;10;R$ 482.900,00;Secretaria Estadual de Saúde;PB;06/06/2020
06/06/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;10;R$ 600.000,00;Secretaria Municipal de Saúde;PB;08/06/2020
06/06/2020;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;10;R$ 200.000,00;Secretaria Municipal de Saúde;PB;08/06/2020
26/06/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;Secretaria Municipal de Saúde (CAMPINA GRANDE);PB;30/06/2020
26/06/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;5;R$ 300.000,00;Secretaria Municipal de Saúde (CAMPINA GRANDE);PB;30/06/2020
26/06/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;20;R$ 965.800,00;Secretaria Municipal de Saúde (PARAÍBA);PB;30/06/2020
26/06/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;Secretaria Municipal de Saúde (PATOS) ;PB;01/07/2020
26/06/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;Secretaria Municipal de Saúde (PATOS) ;PB;01/07/2020
26/06/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;4;R$ 193.160,00;Secretaria Municipal de Saúde (SOUSA);PB;02/07/2020
26/06/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;4;R$ 240.000,00;Secretaria Municipal de Saúde (SOUSA);PB;02/07/2020
26/06/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;Secretaria Municipal de Saúde (UIRAUNA);PB;02/07/2020
07/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;Alhandra - Hospital Municipal Alfredo de Almeida Ferreira e SAMU;PB;14/07/2020
07/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;4;R$ 193.160,00;Bananeiras - Hospital Municipal Dr. Clóvis Bezerra Cavalcanti;PB;14/07/2020
07/07/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;5;R$ 300.000,00;Cabedelo - HOSPITAL E MATERNIDADE MUNICIPAL PADRE ALFREDO BARBOSA;PB;14/07/2020
07/07/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;5;R$ 300.000,00;Campina Grande - Hospital das Clínicas de Campina Grande;PB;14/07/2020
07/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;Campina Grande - Hospital das Clínicas de Campina Grande;PB;14/07/2020
07/07/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;10;R$ 600.000,00;João Pessoa - Hospital Santa Paula;PB;14/07/2020
07/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;São Mamede - Casa de Saúde e Maternidade  Nossa Senhora da Conceição;PB;14/07/2020
10/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;CAAPORA - Secretaria Municipal de Saúde;PB;16/07/2020
10/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;CATOLE DO ROCHA - Secretaria Municipal de Saúde;PB;16/07/2020
10/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SÃO BENTO - Secretaria Municipal de Saúde;PB;16/07/2020
17/07/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;GURINHEM - Secretaria Municipal de Saúde ;PB;31/07/2020
17/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;GURINHEM - Secretaria Municipal de Saúde ;PB;31/07/2020
17/07/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;4;R$ 240.000,00;ITABAIANA - Secretaria Municipal de Saúde ;PB;31/07/2020
17/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;4;R$ 193.160,00;ITABAIANA - Secretaria Municipal de Saúde ;PB;31/07/2020
17/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;PEDRA DE FOGO - Secretaria Municipal de Saúde ;PB;31/07/2020
17/07/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;1;R$ 60.000,00;SALGADO DE SÃO FELIX - Secretaria Municipal de Saúde ;PB;31/07/2020
17/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;SALGADO DE SÃO FELIX - Secretaria Municipal de Saúde ;PB;31/07/2020
17/07/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;JURIPIRANGA - Secretaria Municipal de Saúde ;PB;31/07/2020
24/07/2020;VYAIRE;PARAIBA;ESTADO;UTI;10;R$ 600.000,00;JOAO PESSOA - Secretaria Estadual de Saúde ;PB;07/08/2020
24/07/2020;KTK;PARAIBA;ESTADO;TRANSPORTE;5;R$ 100.000,00;JOAO PESSOA - Secretaria Estadual de Saúde ;PB;07/08/2020
24/07/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;5;R$ 300.000,00;JOÃO PESSOA - Secretaria Municipal de Saúde ;PB;07/08/2020
24/07/2020;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;JOÃO PESSOA - Secretaria Municipal de Saúde ;PB;07/08/2020
24/07/2020;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SANTA LUZIA - Secretaria Municipal de Saúde ;PB;07/08/2020
31/07/2020;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de CONDE;PB;08/08/2020
21/08/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Mogeiro;PB;26/08/2020
27/08/2020;MAGNAMED;PARAIBA;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Joao Pessoa;PB;31/08/2020
27/08/2020;MAGNAMED;PARAIBA;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;SMS de Joao Pessoa;PB;31/08/2020
11/09/2020;KTK;PARAIBA;ESTADO;UTI;8;R$ 480.000,00;SES PARAIBA;PB;15/09/2020
11/09/2020;KTK;PARAIBA;ESTADO;TRANSPORTE;2;R$ 40.000,00;SES PARAIBA;PB;15/09/2020
08/10/2020;WEG;PARAIBA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Sousa;PB;19/10/2020
08/10/2020;MAGNAMED;PARAIBA;MUNICIPIO;UTI;7;R$ 420.000,00;SMS de Sousa;PB;19/10/2020
18/12/2020;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Santa Rita;PB;21/12/2020
18/12/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;4;R$ 240.000,00;SMS de Santa Rita;PB;21/12/2020
18/12/2020;VYAIRE;PARAIBA;ESTADO;UTI;70;R$ 4.200.000,00;SMS de Joao Pessoa;PB;24/02/2021
18/12/2020;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Sape;PB;22/02/2021
18/12/2020;VYAIRE;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Sape;PB;22/02/2021
18/12/2020;VYAIRE;PARAIBA;ESTADO;UTI;20;R$ 1.200.000,00;SECRETARIA ESTADUAL DE SAUDE DE JOÃO PESSOA;PB;23/02/2021
26/02/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;6;R$ 120.000,00;SMS de Solanea;PB;26/02/2021
26/02/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;SMS de Santa Rita;PB;26/02/2021
26/02/2021;VYAIRE;PARAIBA;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Santa Rita;PB;26/02/2021
01/03/2021;KTK;PARAIBA;ESTADO;TRANSPORTE;30;R$ 600.000,00;SECRETARIA ESTADUAL DE SAUDE DA PARAIBA - UF PB;PB;04/03/2021
01/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;4;R$ 80.000,00;SMS DE LUCENA;PB;04/03/2021
02/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;SMS de CONDE;PB;04/03/2021
03/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;15;R$ 300.000,00;SMS de Campina Grande ;PB;08/03/2021
04/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;10;R$ 200.000,00;HOSPITAL ESCOLA DA FAP;PB;08/03/2021
04/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;SMS de CONDE;PB;08/03/2021
04/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Areia De Baraunas;PB;08/03/2021
07/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Santana De Mangueira;PB;08/03/2021
11/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS DE JUAZEIRINHO ;PB;13/03/2021
11/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00; SMS de Cabaceiras ;PB;13/03/2021
11/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de São José De Espinharas ;PB;13/03/2021
11/03/2021;KTK;PARAIBA;ESTADO;TRANSPORTE;20;R$ 400.000,00;SMS de Joao Pessoa ;PB;15/03/2021
11/03/2021;LIFEMED ;PARAIBA;ESTADO;UTI;20;R$ 1.200.000,00;SMS de Joao Pessoa ;PB;15/03/2021
13/03/2021;KTK;PARAIBA;ESTADO;TRANSPORTE;15;R$ 300.000,00;SECRETARIA ESTADUAL DE SAUDE DA PARAÍBA ;PB;15/03/2021
13/03/2021;HORTRON ;PARAIBA;ESTADO;UTI;10;R$ 600.000,00;SECRETARIA ESTADUAL DE SAUDE DA PARAÍBA ;PB;15/03/2021
13/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;3;R$ 60.000,00;HOSPITAL REGIONAL DR SÁ ANDRADE ;PB;16/03/2021
13/03/2021;HORTRON ;PARAIBA;MUNICIPIO;UTI;3;R$ 180.000,00;HOSPITAL REGIONAL DR SÁ ANDRADE ;PB;16/03/2021
13/03/2021;KTK;PARAIBA;MUNICIPIO;TRANSPORTE;4;R$ 80.000,00;SMS de São João Do Rio Do Peixe ;PB;16/03/2021
17/03/2021;LIFEMED;PARAIBA;MUNICIPIO;UTI;3;R$ 180.000,00;SMS de Assunção;PB;23/03/2021
19/03/2021;LIFEMED ;PARAIBA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de São José De Espinharas ;PB;23/03/2021
19/03/2021;LIFEMED ;PARAIBA;MUNICIPIO;UTI;3;R$ 180.000,00;UNIDADE DE PRONTO ATENDIMENTO DR OTAVIO PIRES DE LACERDA ;PB;23/03/2021
24/03/2021;INSPIRAR;PARAIBA;MUNICIPIO;UTI;10;R$ 600.000,00;SMS de Campina Grande;PB;27/03/2021
29/03/2021;LIFEMED;PARAIBA;MUNICIPIO;UTI;30;R$ 1.800.000,00;SMS de Joao Pessoa;PB;01/04/2021
29/03/2021;LIFEMED;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Triunfo;PB;04/04/2021
29/03/2021;LIFEMED;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Camalaú;PB;03/04/2021
29/03/2021;LIFEMED;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Salgadinho;PB;05/04/2021
31/03/2021;LIFEMED;PARAIBA;ESTADO;UTI;15;R$ 900.000,00;SECRETARIA ESTADUAL DE SAUDE DA PARAÍBA ;PB;03/04/2021
31/03/2021;RUSSER BRASIL;PARAIBA;ESTADO;UTI;15;R$ 900.000,00;SECRETARIA ESTADUAL DE SAUDE DA PARAÍBA ;PB;03/04/2021
02/04/2021;RUSSER BRASIL;PARAIBA;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Serra Branca;PB;06/04/2021
02/04/2021;RUSSER BRASIL;PARAIBA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Sobrado;PB;06/04/2021
02/04/2021;RUSSER BRASIL;PARAIBA;MUNICIPIO;UTI;3;R$ 180.000,00;SMS de Princesa Isabel;PB;07/04/2021
02/04/2021;RUSSER BRASIL;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Mari;PB;06/04/2021
06/04/2021;LIFEMED;PARAIBA;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Piancó;PB;09/04/2021
08/04/2021;INSPIRAR ;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de São José De Piranhas;PB;11/04/2021
08/04/2021;INSPIRAR ;PARAIBA;MUNICIPIO;UTI;10;R$ 600.000,00;SMS de Campina Grande;PB;10/04/2021
08/04/2021;INSPIRAR ;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Manaíra;PB;11/04/2021
08/04/2021;INSPIRAR ;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Passagem;PB;10/04/2021
08/04/2021;INSPIRAR ;PARAIBA;MUNICIPIO;UTI;3;R$ 180.000,00;SMS de São Bento;PB;11/04/2021
16/04/2021;LIFEMED ;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;HOSPITAL MUNICIPAL DA CRIANÇA ERMINA EVANGELISTA ;PB;20/04/2021
16/04/2021;LIFEMED ;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Pombal ;PB;20/04/2021
16/04/2021;LIFEMED ;PARAIBA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL E MATERNIDADE MAE TEREZA ;PB;20/04/2021
16/04/2021;LIFEMED ;PARAIBA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL E MATERNIDADE SEVERINO VIRIATO ;PB;20/04/2021
16/04/2021;LIFEMED ;PARAIBA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Brejo Dos Santos ;PB;20/04/2021
16/04/2021;LIFEMED ;PARAIBA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL GERAL GERMANO LACERDA DA CUNHA;PB;20/04/2021
16/04/2021;LIFEMED ;PARAIBA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL MUNICIPAL DRODILON MAIA FILHO ;PB;20/04/2021
16/04/2021;LIFEMED ;PARAIBA;MUNICIPIO;UTI;2;R$ 120.000,00; HOSPITAL MARIA PAULINO LUCIO ;PB;20/04/2021
16/04/2021;LIFEMED ;PARAIBA;MUNICIPIO;UTI;1;R$ 60.000,00;HOSPITAL  MUNICIPAL EMERENTINA DANTAS ;PB;20/04/2021
18/04/2020;MAGNAMED;PERNAMBUCO;ESTADO;TRANSPORTE;10;R$ 482.900,00;Hospital Alfa;PE;19/04/2020
18/04/2020;VYAIRE;PERNAMBUCO;ESTADO;UTI;10;R$ 600.000,00;Hospital Alfa;PE;19/04/2020
01/05/2020;VYAIRE;PERNAMBUCO;ESTADO;UTI;20;R$ 1.200.000,00;Secretaria Estadual de Saúde;PE;02/05/2020
01/05/2020;MAGNAMED;PERNAMBUCO;ESTADO;TRANSPORTE;10;R$ 482.900,00;Secretaria Estadual de Saúde;PE;02/05/2020
16/05/2020;MAGNAMED;PERNAMBUCO;ESTADO;TRANSPORTE;35;R$ 1.690.150,00;Secretaria Estadual de Saúde;PE;17/05/2020
30/05/2020;WEG;PERNAMBUCO;ESTADO;UTI;10;R$ 600.000,00;Secretaria Estadual de Saúde;PE;31/05/2020
02/06/2020;VYAIRE;PERNAMBUCO;MUNICIPIO;UTI;12;R$ 720.000,00;Secretaria Municipal de Saúde (Jaboatão dos Guararapes);PE;03/06/2020
08/06/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;Secretaria Municipal de Saúde (Caruaru);PE;09/06/2020
08/06/2020;LEISTUNG;PERNAMBUCO;MUNICIPIO;UTI;10;R$ 600.000,00;Secretaria Municipal de Saúde (Caruaru);PE;09/06/2020
26/06/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;Secretaria Municipal de Saúde (BOM JARDIM);PE;30/06/2020
26/06/2020;VYAIRE;PERNAMBUCO;MUNICIPIO;UTI;1;R$ 60.000,00;Secretaria Municipal de Saúde (BOM JARDIM);PE;30/06/2020
26/06/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;Secretaria Municipal de Saúde (CARUARU);PE;30/06/2020
26/06/2020;VYAIRE;PERNAMBUCO;MUNICIPIO;UTI;2;R$ 120.000,00;Secretaria Municipal de Saúde (CARUARU);PE;30/06/2020
26/06/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;Secretaria Municipal de Saúde (GARANHUNS);PE;30/06/2020
26/06/2020;VYAIRE;PERNAMBUCO;MUNICIPIO;UTI;2;R$ 120.000,00;Secretaria Municipal de Saúde (GARANHUNS);PE;30/06/2020
26/06/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;Secretaria Municipal de Saúde (IGARASSU);PE;30/06/2020
26/06/2020;VYAIRE;PERNAMBUCO;MUNICIPIO;UTI;1;R$ 60.000,00;Secretaria Municipal de Saúde (IGARASSU);PE;30/06/2020
07/07/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;CABO DE STº AGOSTINHO - HOSPITAL DOM HÉLDER CÂMARA;PE;13/07/2020
07/07/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;CARUARU - HOSPITAL MESTRE VITALINO;PE;13/07/2020
07/07/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;GARANHUNS - HOSPITAL REGIONAL DOM MOURA;PE;14/07/2020
07/07/2020;VYAIRE;PERNAMBUCO;MUNICIPIO;UTI;5;R$ 300.000,00;OURICURI - HOSPITAL REGIONAL FERNANDO BEZERRA;PE;14/07/2020
07/07/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;OURICURI - HOSPITAL REGIONAL FERNANDO BEZERRA;PE;14/07/2020
07/07/2020;VYAIRE;PERNAMBUCO;MUNICIPIO;UTI;5;R$ 300.000,00;PETROLINA - HOSPITAL DOM MALAM;PE;14/07/2020
07/07/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;PETROLINA - HOSPITAL DOM MALAM;PE;14/07/2020
07/07/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;RECIFE - HOSPITAL GETÚLIO VARGAS;PE;13/07/2020
07/07/2020;VYAIRE;PERNAMBUCO;MUNICIPIO;UTI;5;R$ 300.000,00;RECIFE - HOSPITAL UNIVERSITÁRIO OSWALDO CRUZ - HUOC;PE;13/07/2020
07/07/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;RECIFE - HOSPITAL UNIVERSITÁRIO OSWALDO CRUZ - HUOC;PE;13/07/2020
10/07/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;10;R$ 482.900,00;PETROLINA - Secretaria Municipal de Saúde;PE;18/07/2020
10/07/2020;VYAIRE;PERNAMBUCO;MUNICIPIO;UTI;10;R$ 600.000,00;PETROLINA - Secretaria Municipal de Saúde;PE;16/07/2020
17/07/2020;VYAIRE;PERNAMBUCO;MUNICIPIO;UTI;5;R$ 300.000,00;PETROLINA - Secretaria Municipal de Saúde ;PE;31/07/2020
17/07/2020;KTK;PERNAMBUCO;MUNICIPIO;TRANSPORTE;5;R$ 100.000,00;PETROLINA - Secretaria Municipal de Saúde ;PE;31/07/2020
31/07/2020;LEISTUNG;PERNAMBUCO;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de PETROLINA;PE;08/08/2020
14/08/2020;MAGNAMED;PERNAMBUCO;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;SMS de CHA GRANDE;PE;18/08/2020
21/08/2020;VYAIRE;PERNAMBUCO;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de FLORESTA;PE;26/08/2020
08/10/2020;VYAIRE LTV 2200 USA;PERNAMBUCO;ESTADO;TRANSPORTE USA;20;R$ 1.262.519,40;7o Deposito de Suprimento;PE;21/10/2020
08/10/2020;MAGNAMED;PERNAMBUCO;ESTADO;UTI;6;R$ 360.000,00;7o Deposito de Suprimento;PE;21/10/2020
20/11/2020;KTK;PERNAMBUCO;ESTADO;TRANSPORTE;10;R$ 200.000,00;SES  PERNAMBUCO;PE;25/11/2020
