DATA;FORNECEDOR;DESTINO;ESTADO/MUNICIPIO;TIPO;QUANTIDADE;VALOR;DESTINATARIO;UF;DATA DE ENTREGA
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;BURITIS - Secretaria Municipal de Saúde;RO ;21/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;CACAULANDIA - Secretaria Municipal de Saúde;RO ;18/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;CAMPO NOVO DE RONDONIA - Secretaria Municipal de Saúde;RO ;21/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;CANDEIAS  DO JAMARI  - Secretaria Municipal de Saúde;RO ;19/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;CUJUBIM - Secretaria Municipal de Saúde;RO ;21/07/2020
10/07/2020;VYAIRE;RONDONIA;MUNICIPIO;UTI;1;R$ 60.000,00;CUJUBIM - Secretaria Municipal de Saúde;RO ;21/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;ESPIGÃO DO OESTE  - Secretaria Municipal de Saúde;RO ;17/07/2020
10/07/2020;VYAIRE;RONDONIA;MUNICIPIO;UTI;1;R$ 60.000,00;ESPIGÃO DO OESTE  - Secretaria Municipal de Saúde;RO ;17/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;ITAPUÃ DO OESTE - Secretaria Municipal de Saúde;RO ;19/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;MACHADINHO D' OESTE - Secretaria Municipal de Saúde;RO ;21/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;MONTE NEGRO - Secretaria Municipal de Saúde;RO ;19/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;RIO CRESPO - Secretaria Municipal de Saúde;RO ;19/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;ROLIM DE MOURA - Secretaria Municipal de Saúde;RO ;17/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;SÃO MIGUEL DO GUAPORÉ - Secretaria Municipal de Saúde;RO ;21/07/2020
10/07/2020;VYAIRE;RONDONIA;MUNICIPIO;UTI;2;R$ 120.000,00;SÃO MIGUEL DO GUAPORÉ - Secretaria Municipal de Saúde;RO ;21/07/2020
10/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;VALE DO ANARI - Secretaria Municipal de Saúde;RO ;21/07/2020
17/07/2020;VYAIRE;RONDONIA;ESTADO;UTI;10;R$ 600.000,00;PORTO VELHO - Secretaria Estadual de Saúde;RO ;30/07/2020
17/07/2020;MAGNAMED;RONDONIA;ESTADO;TRANSPORTE;10;R$ 482.900,00;PORTO VELHO - Secretaria Estadual de Saúde;RO ;30/07/2020
17/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;OURO PRETO DO OESTE - Secretaria Municipal de Saúde ;RO ;30/07/2020
17/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;VILHENA - Secretaria Municipal de Saúde ;RO ;30/07/2020
17/07/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;GUAJARA-MIRIM - Secretaria Municipal de Saúde ;RO ;30/07/2020
31/07/2020;LEISTUNG;RONDONIA;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de CEREJEIRAS;RO ;10/08/2020
31/07/2020;KTK;RONDONIA;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de CEREJEIRAS;RO ;10/08/2020
09/08/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;SMS de URUPA;RO ;18/08/2020
21/08/2020;VYAIRE;RONDONIA;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de CEREJEIRAS;RO;29/08/2020
21/08/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de CEREJEIRAS;RO;29/08/2020
21/08/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de CABIXI;RO;29/08/2020
21/08/2020;MAGNAMED;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;SMS de Sao Felipe D Oeste;RO;29/08/2020
08/12/2020;LEISTUNG;RONDONIA;MUNICIPIO;UTI;5;R$ 300.000,00;SECR MUN DE SAUDE DE JIPARANA  RO;RO;15/12/2020
11/01/2021;KTK;RONDONIA;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;Hospital Municipal Maria Verli Pinheiro ;RO;11/01/2021
11/01/2021;MAGNAMED;RONDONIA;MUNICIPIO;UTI;1;R$ 60.000,00;Hospital Municipal Maria Verli Pinheiro ;RO;11/01/2021
22/01/2021;VYAIRE;RONDONIA;MUNICIPIO;UTI;2;R$ 120.000,00;HOSPITAL MUNICIPAL DE MACHADINHO DOESTE;RO;26/01/2021
25/01/2021;VYAIRE;RONDONIA;ESTADO;UTI;20;R$ 1.200.000,00; SECRETARIA ESTADUAL DE SAÚDE DE RONDÔNIA;RO;27/01/2021
05/02/2021;VYAIRE;RONDONIA;ESTADO;UTI;2;R$ 120.000,00;HOSPITAL DE GUARNICAO DE PORTO VELHO;RO;09/02/2021
10/02/2021;VYAIRE;RONDONIA;ESTADO;UTI;30;R$ 1.800.000,00;SECRETARIA ESTADUAL DE SAÚDE DE RONDÔNIA ;RO;12/02/2021
18/02/2021;VYAIRE;RONDONIA;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Jaru;RO;19/02/2021
25/02/2021;VYAIRE;RONDONIA;MUNICIPIO;UTI;3;R$ 180.000,00;SMS DE ARIQUEMES;RO;27/02/2021
26/02/2021;KTK;RONDONIA;ESTADO;TRANSPORTE;30;R$ 600.000,00;SES RONDONIA;RO;26/02/2021
16/03/2021;KTK;RONDONIA;ESTADO;TRANSPORTE;9;R$ 180.000,00;SES RONDONIA;RO;18/03/2021
21/03/2021;INSPIRAR ;RONDONIA;ESTADO;UTI;10;R$ 600.000,00;SES RONDONIA ;RO;23/03/2021
06/04/2021;LIFEMED;RONDONIA;MUNICIPIO;UTI;10;R$ 600.000,00;HOSPITAL MUNICIPAL SANDOVAL DE ARAUJO DANTAS JARU -;RO;08/04/2021
25/05/2020;MAGNAMED;RORAIMA;ESTADO;TRANSPORTE;25;R$ 1.207.250,00;Secretaria Estadual de Saúde;RR;26/05/2020
28/05/2020;VYAIRE;RORAIMA;ESTADO;UTI;25;R$ 1.500.000,00;Secretaria Estadual de Saúde;RR;30/05/2020
28/05/2020;MAGNAMED;RORAIMA;ESTADO;TRANSPORTE;25;R$ 1.207.250,00;Secretaria Estadual de Saúde;RR;30/05/2020
02/06/2020;VYAIRE;RORAIMA;ESTADO;UTI;15;R$ 900.000,00;Secretaria Estadual de Saúde;RR;01/04/2020
02/06/2020;MAGNAMED;RORAIMA;ESTADO;TRANSPORTE;15;R$ 724.350,00;Secretaria Estadual de Saúde;RR;01/04/2020
26/06/2020;MAGNAMED;RORAIMA;ESTADO;TRANSPORTE;20;R$ 965.800,00;Secretaria Municipal de Saúde (BOA VISTA);RR;02/07/2020
07/07/2020;VYAIRE;RORAIMA;MUNICIPIO;UTI;15;R$ 900.000,00;BOA VISTA - HOSPITAL DE CAMPANHA ACOLHIDA;RR;11/07/2020
07/07/2020;VYAIRE;RORAIMA;MUNICIPIO;UTI;10;R$ 600.000,00;BOA VISTA - HOSPITAL MATERNO INFANTIL NOSSA SENHORA DE NAZARETH;RR;11/07/2020
07/07/2020;MAGNAMED;RORAIMA;MUNICIPIO;TRANSPORTE;10;R$ 482.900,00;BOA VISTA - HOSPITAL MATERNO INFANTIL NOSSA SENHORA DE NAZARETH;RR;11/07/2020
10/07/2020;MAGNAMED;RORAIMA;ESTADO;TRANSPORTE;2;R$ 96.580,00;BOA VISTA - Secretaria Estadual de Saúde;RR;18/07/2020
25/01/2021;VYAIRE;RORAIMA;ESTADO;UTI;50;R$ 3.000.000,00; SECRETARIA ESTADUAL DE SAÚDE DE RORAIMA;RR;28/01/2021
09/06/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;15;R$ 900.000,00;Secretaria Municipal de Saúde (Porto Alegre);RS;11/06/2020
09/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;15;R$ 724.350,00;Secretaria Municipal de Saúde (Porto Alegre);RS;11/06/2020
12/06/2020;LEISTUNG;RIO GRANDE DO SUL ;ESTADO ;UTI;60;R$ 3.600.000,00;Secretaria Estadual de Saúde;RS;16/06/2020
12/06/2020;VYAIRE;RIO GRANDE DO SUL ;ESTADO ;UTI;5;R$ 300.000,00;Secretaria Estadual de Saúde;RS;16/06/2020
12/06/2020;KTK;RIO GRANDE DO SUL ;ESTADO ;TRANSPORTE;35;R$ 700.000,00;Secretaria Estadual de Saúde;RS;16/06/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;Secretaria Municipal de Saúde (ALVORADA);RS;30/06/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;4;R$ 193.160,00;Secretaria Municipal de Saúde (BAGÉ);RS;01/07/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;Secretaria Municipal de Saúde (BAGÉ);RS;01/07/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;Secretaria Municipal de Saúde (CAXIAS DO SUL);RS;29/06/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;UTI;2;R$ 120.000,00;Secretaria Municipal de Saúde (CAXIAS DO SUL);RS;29/06/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;Secretaria Municipal de Saúde (LIVRAMENTO);RS;01/07/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;Secretaria Municipal de Saúde (PASSO FUNDO);RS;29/06/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;UTI;2;R$ 120.000,00;Secretaria Municipal de Saúde (PASSO FUNDO);RS;29/06/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;Secretaria Municipal de Saúde (RIO PARDO);RS;01/07/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;Secretaria Municipal de Saúde (SANANDUVA);RS;28/06/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;Secretaria Municipal de Saúde - (SANTA CRUZ DO SUL);RS;30/06/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;Secretaria Municipal de Saúde (SÃO LEOPOLDO);RS;29/06/2020
26/06/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;Secretaria Municipal de Saúde (VACARIA);RS;29/06/2020
26/06/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;Secretaria Municipal de Saúde (VACARIA);RS;29/06/2020
26/06/2020;WEG;RIO GRANDE DO SUL ;ESTADO ;UTI;60;R$ 3.600.000,00;Secretaria Estadual de Saúde;RS;29/06/2020
26/06/2020;WEG;RIO GRANDE DO SUL ;ESTADO ;UTI;80;R$ 4.800.000,00;Secretaria Estadual de Saúde;RS;29/06/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;ALEGRETE - Hospital Santa Casa de Alegrete;RS;12/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;CACHOEIRINHA - HOSPITAL PADRE JEREMIAS;RS;10/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;CAMAQUÃ - Hospital Nossa Senhora de Camaquã;RS;11/07/2020
07/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;CANGUÇU - Hospital de Canguçu;RS;11/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;CANGUÇU - Hospital de Canguçu;RS;11/07/2020
07/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;CANOAS - Hospital Nossa Senhora das Graças;RS;11/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;CANOAS - Hospital Nossa Senhora das Graças;RS;11/07/2020
07/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;CANOAS - HPS Canoas;RS;11/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;CARAZINHO - Hospital Comunitário de Carazinho;RS;13/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;CAXIAS DO SUL - Hospital Pio Sodal Damas Caridade;RS;10/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;CAXIAS DO SUL - Hospital Virvi Ramos;RS;10/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;GRAVATAÍ - Hospital Dom João Becker;RS;10/07/2020
07/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;IJUÍ - Hospital Caridade de Ijuí;RS;13/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;IJUÍ - Hospital Caridade de Ijuí;RS;13/07/2020
07/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;MONTENEGRO - HOSPITAL MONTENEGRO;RS;11/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;PAROBÉ - Hospital São Francisco de Assis;RS;10/07/2020
07/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;PORTO ALEGRE - Hospital Vilanova;RS;10/07/2020
07/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;SANTA CRUZ DO SUL - Hospital Ana Nery;RS;11/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SANTA ROSA - HOSPITAL VIDA E SAUDE ABOSCO;RS;13/07/2020
07/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;SANTANA DO LIVRAMENTO - Santa Casa de Santana do Livramento;RS;12/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;SÃO GABRIEL - Hospital Santa Casa de São Gabriel;RS;12/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SÃO JERÔNIMO - Hospital de Caridade São Jerônimo;RS;11/07/2020
07/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;SÃO LEOPOLDO - HOSPITAL CENTENÁRIO;RS;11/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SÃO LEOPOLDO - HOSPITAL CENTENÁRIO;RS;11/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;SÃO LUIZ GONZAGA - Hopsital São Luiz Gonzaga;RS;12/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SAPIRANGA - HOSPITAL SAPIRANGA;RS;11/07/2020
07/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;TAQUARA - Hospital Bom Jesus;RS;11/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;TAQUARA - Hospital Bom Jesus;RS;11/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;URUGUAIANA - Santa Casa de Uruguaiana;RS;12/07/2020
07/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;3;R$ 144.870,00;VACARIA - Hospital Nossa Senhora da Oliveira;RS;10/07/2020
10/07/2020;MAGNAMED;RIO GRANDE DO SUL ;ESTADO;TRANSPORTE;6;R$ 289.740,00;PORTO ALEGRE - Secretaria Estadual de Saúde;RS;17/07/2020
10/07/2020;VYAIRE;RIO GRANDE DO SUL ;ESTADO;UTI;5;R$ 300.000,00;PORTO ALEGRE - Secretaria Estadual de Saúde;RS;17/07/2020
15/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;UTI;35;R$ 2.100.000,00;Porto Alegre - SMS (Irmandade da Santa Casa de Misericórdia de Porto Alegre);RS;17/07/2020
15/07/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;15;R$ 724.350,00;Porto Alegre - SMS (Irmandade da Santa Casa de Misericórdia de Porto Alegre);RS;17/07/2020
17/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;15;R$ 900.000,00;PORTO ALEGRE - Secretaria Municipal de Saúde ;RS;23/07/2020
17/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;10;R$ 200.000,00;PORTO ALEGRE - Secretaria Municipal de Saúde ;RS;23/07/2020
21/07/2020;VYAIRE;RIO GRANDE DO SUL ;ESTADO;UTI;100;R$ 6.000.000,00;PORTO ALEGRE - Secretaria Estadual de Saúde;RS;23/07/2020
24/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;CAMBARA DO SUL - Secretaria Municipal de Saúde ;RS;03/08/2020
24/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;CANELA - Secretaria Municipal de Saúde ;RS;03/08/2020
24/07/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;CRUZEIRO DO SUL - Secretaria Municipal de Saúde ;RS;03/08/2020
24/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;4;R$ 80.000,00;PELOTAS - Secretaria Municipal de Saúde ;RS;03/08/2020
24/07/2020;VYAIRE;RIO GRANDE DO SUL ;ESTADO;UTI;10;R$ 600.000,00;PORTO ALEGRE - Secretaria Estadual de Saúde ;RS;03/08/2020
24/07/2020;KTK;RIO GRANDE DO SUL ;ESTADO;TRANSPORTE;10;R$ 200.000,00;PORTO ALEGRE - Secretaria Estadual de Saúde ;RS;03/08/2020
24/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SAO JOSE DO NORTE - Secretaria Municipal de Saúde ;RS;03/08/2020
24/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SAO LOURENCO DO SUL - Secretaria Municipal de Saúde ;RS;03/08/2020
31/07/2020;LEISTUNG;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;SECR MUN DE SAUDE DE CAMAQUA  RS;RS;07/08/2020
31/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Cambara do Sul;RS;07/08/2020
31/07/2020;LEISTUNG;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Novo Hamburgo;RS;07/08/2020
31/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Novo Hamburgo;RS;07/08/2020
31/07/2020;LEISTUNG;RIO GRANDE DO SUL ;MUNICIPIO;UTI;20;R$ 1.200.000,00;SMS de Porto Alegre;RS;05/08/2020
31/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;10;R$ 200.000,00;SMS de Porto Alegre;RS;05/08/2020
31/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Rio Grande;RS;07/08/2020
31/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 40.000,00;SMS de Rio Grande;RS;07/08/2020
31/07/2020;KTK;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;1;R$ 20.000,00;SMS de Santa Vitoria do Palmar;RS;10/08/2020
09/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Santa Vitoria do Palmar;RS;15/08/2020
09/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;SECR MUN DE SAUDE DE ERVAL GRANDE  RS;RS;15/08/2020
09/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;2;R$ 120.000,00;SMS DE  CORONEL BICACO  RS;RS;15/08/2020
09/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;SECR MUN DE SAUDE DE CAMPINA DAS MISSOES;RS;15/08/2020
09/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;SECR MUN DE SAUDE DE IRAI  RS;RS;15/08/2020
09/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;4;R$ 240.000,00;SMS DE TRES DE MAIO  RS;RS;15/08/2020
09/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;1;R$ 48.290,00;SMS DE GIRUA  RS;RS;15/08/2020
09/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;2;R$ 120.000,00;SECR MUN DE SAUDE DE  FREDERICO WESTPHAL;RS;15/08/2020
09/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Encantado;RS;15/08/2020
09/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;SMS DE GUARANI DAS MISSOES  RS;RS;15/08/2020
09/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;4;R$ 240.000,00;SMS de Charqueadas;RS;15/08/2020
09/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;SECR MUN DE SAUDE DE PEDRO OSORIO  RS;RS;15/08/2020
09/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;SECR MUN DE SAUDE DE SAO FRANCISCO DE PA;RS;15/08/2020
14/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;SMS de Sao Luiz Gonzaga;RS;20/08/2020
14/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Capao da Canoa;RS;20/08/2020
14/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;2;R$ 120.000,00;SMS DE MONTENEGRO  RS;RS;20/08/2020
14/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;SECR MUN DE SAUDE DE PORTO XAVIER  RS;RS;20/08/2020
14/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;2;R$ 120.000,00;SECR MUN DE SAUDE DE SANTO ANTONIO DA PA;RS;20/08/2020
14/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;1;R$ 60.000,00;SECR MUN DE SAUDE DE TRES PASSOS  RS;RS;20/08/2020
14/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Dom Pedrito;RS;20/08/2020
14/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;2;R$ 120.000,00;SMS de Sao Jeronimo;RS;20/08/2020
21/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;2;R$ 120.000,00;SECR MUN DE SAUDE DE CARAZINHO  RS;RS;24/08/2020
21/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;SECR MUN DE SAUDE DE OSORIO  RS;RS;24/08/2020
21/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;SECR MUN DE SAUDE DE OSORIO  RS;RS;24/08/2020
21/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;4;R$ 193.160,00;SECR MUN DE SAUDE DE MARIANA PIMENTEL  R;RS;25/08/2020
21/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;4;R$ 193.160,00;SMS de Rio Grande;RS;25/08/2020
21/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;SMS de Rio Grande;RS;25/08/2020
21/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Rio Grande;RS;25/08/2020
21/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SECR MUN DE SAUDE DE PEDRO OSORIO  RS;RS;26/08/2020
21/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;SMS de Bage;RS;26/08/2020
21/08/2020;VYAIRE;RIO GRANDE DO SUL ;MUNICIPIO;UTI;5;R$ 300.000,00;SMS de Santana do Livramento;RS;26/08/2020
21/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;5;R$ 241.450,00;SMS de Santana do Livramento;RS;26/08/2020
27/08/2020;MAGNAMED;RIO GRANDE DO SUL ;MUNICIPIO;TRANSPORTE;2;R$ 96.580,00;SMS de Rosario do Sul;RS;01/09/2020
